"transaction_id","date","client_id","produit_id","vendeur_id","quantite","prix_unitaire","montant_total","methode_paiement","statut_livraison","delai_livraison_jours","prenom","nom","age","genre","ville","code_postal","date_inscription","nb_commandes_total","montant_depense_total","nom_vendeur","region","anciennete_mois","objectif_mensuel","nom_produit","categorie","prix_achat","stock_actuel","fournisseur"
"TRX00005987",2024-03-26,"CLI00308","PROD0020","VEND017",1,922.44,922.44,"CB","Livré",7,"Rachel","Leroy",31,"Femme","Strasbourg",67000,2023-11-24,17,24067.49,"Sarah Roux","Sud",101,44800,"Ultrabook Air","Ordinateurs",484.33,397,"TechSource"
"TRX00005988",2024-03-27,"CLI00386","PROD0032","VEND011",2,1791.82,3583.64,"PayPal","Livré",6,"Diana","Roux",21,"Femme","Nice",6000,2020-02-29,23,15047.39,"Emma Durand","Nord",31,50800,"Laptop Pro 15 2","Ordinateurs",901.01,73,"ElectroWorld"
"TRX00005989",2024-03-27,"CLI00080","PROD0059","VEND014",2,1068.42,2136.84,"PayPal","Livré",3,"Hannah","Lefebvre",52,"Homme","Nantes",44000,2022-08-03,22,32541.09,"Alexandre Garcia","Sud",50,74400,"WorkStation Z","Ordinateurs",767.83,462,"TechSupply"
"TRX00005990",2024-03-27,"CLI00449","PROD0088","VEND017",2,571.72,1143.44,"CB","Livré",3,"Paula","Dubois",49,"Femme","Nice",6000,2023-11-30,19,24239.05,"Sarah Roux","Sud",101,44800,"All-in-One Pro 2","Ordinateurs",412.93,225,"ElectroWorld"
"TRX00005991",2024-03-27,"CLI00414","PROD0001","VEND012",4,40.62,162.48,"PayPal","Livré",5,"Ivan","Moreau",33,"Femme","Marseille",13000,2023-01-10,19,22354.2,"Thomas Leroy","Est",89,40800,"Adaptateur USB","Accessoires",30.63,408,"GadgetPro"
"TRX00005992",2024-03-27,"CLI00159","PROD0085","VEND001",1,117.87,117.87,"Virement","Livré",3,"Simon","Bernard",26,"Femme","Lille",59000,2021-06-11,21,18201.57,"Sophie Martin","Est",92,44600,"Cable HDMI 4","Accessoires",61.24,473,"DigitalHub"
"TRX00005993",2024-03-27,"CLI00358","PROD0082","VEND018",3,402.13,1206.39,"Virement","Livré",2,"Julia","Leroy",44,"Homme","Lille",59000,2022-11-05,23,21920.53,"Julien Lefebvre","Sud",44,41200,"Microphone Studio 3","Audio",290.32,472,"TechSource"
"TRX00005994",2024-03-27,"CLI00348","PROD0029","VEND003",2,123.15,246.3,"CB","Livré",3,"Charlie","Martin",38,"Femme","Bordeaux",33000,2021-04-18,25,23969.03,"Marie Laurent","Est",35,65000,"Adaptateur USB 1","Accessoires",95.56,164,"TechSupply"
"TRX00005995",2024-03-27,"CLI00346","PROD0056","VEND007",2,42.51,85.02,"Virement","Livré",5,"Rachel","Petit",37,"Femme","Strasbourg",67000,2020-02-12,26,27437.46,"Claire Thomas","Sud",108,52700,"Support Laptop","Accessoires",20.42,106,"ElectroWorld"
"TRX00005996",2024-03-28,"CLI00227","PROD0072","VEND003",2,268.54,537.08,"Virement","Livré",7,"Marc","Dubois",32,"Femme","Toulouse",31000,2020-10-22,12,13166.94,"Marie Laurent","Est",35,65000,"Microphone Studio 2","Audio",114.27,279,"DigitalHub"
"TRX00005997",2024-03-28,"CLI00462","PROD0044","VEND010",1,557.46,557.46,"Virement","Livré",3,"Oscar","Lefebvre",36,"Femme","Rennes",35000,2021-10-23,18,36093.06,"Luc Petit","Sud",7,37500,"Pixel Ultra 1","Smartphones",234.92,445,"TechSource"
"TRX00005998",2024-03-28,"CLI00200","PROD0015","VEND020",3,78.95,236.85,"Virement","Livré",5,"Ethan","Michel",42,"Homme","Bordeaux",33000,2020-08-27,25,17441.23,"Antoine Girard","Ouest",59,69300,"Câble Lightning","Accessoires",62.64,120,"TechSupply"
"TRX00005999",2024-03-28,"CLI00399","PROD0004","VEND005",1,1670.37,1670.37,"PayPal","Livré",6,"Hannah","Martin",34,"Homme","Bordeaux",33000,2021-06-10,24,18421.81,"Anne Simon","Sud",62,30700,"Mini PC Compact","Ordinateurs",1188.76,88,"GadgetPro"
"TRX00006000",2024-03-28,"CLI00023","PROD0062","VEND018",1,176.08,176.08,"PayPal","Livré",5,"Bob","Michel",30,"Homme","Paris",75000,2023-05-10,16,21435.06,"Julien Lefebvre","Sud",44,41200,"Webcam HD 4","Accessoires",80.82,101,"TechSource"
"TRX00006001",2024-03-28,"CLI00009","PROD0090","VEND008",1,111.58,111.58,"CB","Livré",6,"Paula","Bertrand",37,"Femme","Rennes",35000,2022-11-07,20,15238.13,"Marc Robert","Sud",9,36100,"Housse Protection 1","Accessoires",68.84,76,"ElectroWorld"
"TRX00006002",2024-03-28,"CLI00460","PROD0043","VEND014",1,863.34,863.34,"PayPal","Livré",3,"Marc","Michel",44,"Femme","Rennes",35000,2023-08-01,20,38207.81,"Alexandre Garcia","Sud",50,74400,"Galaxy Note Pro 4","Smartphones",409.88,272,"TechSupply"
"TRX00006003",2024-03-28,"CLI00249","PROD0019","VEND010",2,827.66,1655.32,"PayPal","Livré",7,"Kevin","Richard",18,"Homme","Lille",59000,2021-02-11,24,27901.88,"Luc Petit","Sud",7,37500,"iPhone Max 1","Smartphones",635.59,482,"DigitalHub"
"TRX00006004",2024-03-28,"CLI00136","PROD0008","VEND013",2,1080.21,2160.42,"CB","Livré",5,"Simon","Dubois",65,"Femme","Nice",6000,2021-02-18,19,32364.47,"Laura Michel","Sud",21,56100,"Laptop Pro 15","Ordinateurs",646.5,470,"GadgetPro"
"TRX00006005",2024-03-28,"CLI00080","PROD0023","VEND006",3,267.6,802.8,"CB","Livré",1,"Hannah","Lefebvre",52,"Homme","Nantes",44000,2022-08-03,22,32541.09,"Paul Bernard","Ouest",78,50000,"Écouteurs Sport","Audio",185.6,198,"ElectroWorld"
"TRX00006006",2024-03-28,"CLI00449","PROD0029","VEND010",3,117.35,352.05,"CB","Livré",3,"Paula","Dubois",49,"Femme","Nice",6000,2023-11-30,19,24239.05,"Luc Petit","Sud",7,37500,"Adaptateur USB 1","Accessoires",95.56,164,"TechSupply"
"TRX00006007",2024-03-28,"CLI00412","PROD0036","VEND012",2,407.74,815.48,"PayPal","Livré",4,"Tania","Michel",37,"Homme","Strasbourg",67000,2022-07-21,13,19249.39,"Thomas Leroy","Est",89,40800,"Phone X12","Smartphones",264.91,97,"ElectroWorld"
"TRX00006008",2024-03-28,"CLI00463","PROD0094","VEND005",1,357.67,357.67,"PayPal","Livré",6,"Marc","Laurent",27,"Femme","Lyon",69000,2020-05-30,23,30341.41,"Anne Simon","Sud",62,30700,"Casque Bluetooth Pro 1","Audio",286.39,366,"TechSupply"
"TRX00006009",2024-03-28,"CLI00197","PROD0026","VEND003",1,672.43,672.43,"CB","Livré",3,"George","David",45,"Femme","Toulouse",31000,2022-09-23,24,17473.9,"Marie Laurent","Est",35,65000,"Carte Capture","Gaming",288.28,377,"TechSource"
"TRX00006010",2024-03-29,"CLI00399","PROD0025","VEND009",1,88.89,88.89,"CB","Livré",5,"Hannah","Martin",34,"Homme","Bordeaux",33000,2021-06-10,24,18421.81,"Julie Richard","Ouest",76,42900,"Casque Gaming","Audio",52.28,150,"TechSource"
"TRX00006011",2024-03-29,"CLI00196","PROD0070","VEND005",2,1466.95,2933.9,"PayPal","Livré",3,"Charlie","Leroy",62,"Homme","Marseille",13000,2023-07-15,22,33520.3,"Anne Simon","Sud",62,30700,"Pixel Ultra 3","Smartphones",662.12,325,"TechSource"
"TRX00006012",2024-03-29,"CLI00473","PROD0007","VEND008",1,617.55,617.55,"CB","Livré",2,"Simon","Robert",18,"Femme","Lille",59000,2023-03-11,23,19983.52,"Marc Robert","Sud",9,36100,"Galaxy Note Pro","Smartphones",315.69,24,"GadgetPro"
"TRX00006013",2024-03-29,"CLI00333","PROD0041","VEND011",1,33.96,33.96,"CB","Livré",1,"Oscar","Richard",25,"Homme","Nantes",44000,2022-09-16,18,10711.37,"Emma Durand","Nord",31,50800,"Câble Lightning 2","Accessoires",23.24,211,"DigitalHub"
"TRX00006014",2024-03-29,"CLI00485","PROD0027","VEND001",3,1569.31,4707.93,"CB","Livré",4,"Charlie","Richard",18,"Femme","Marseille",13000,2023-02-24,22,26514.58,"Sophie Martin","Est",92,44600,"Pixel Ultra","Smartphones",698.94,334,"TechSource"
"TRX00006015",2024-03-29,"CLI00429","PROD0045","VEND013",4,147.63,590.52,"CB","Livré",3,"Julia","Petit",34,"Homme","Bordeaux",33000,2023-11-15,24,33570.56,"Laura Michel","Sud",21,56100,"Hub USB-C","Accessoires",90.11,301,"TechSource"
"TRX00006016",2024-03-29,"CLI00494","PROD0079","VEND019",1,1034.87,1034.87,"CB","Livré",3,"Hannah","Bertrand",27,"Femme","Lille",59000,2022-08-05,25,14971.65,"Manon Fournier","Nord",39,32700,"Galaxy Note Pro 6","Smartphones",521.32,237,"ElectroWorld"
"TRX00006017",2024-03-30,"CLI00125","PROD0030","VEND014",4,146.51,586.04,"CB","Livré",2,"Diana","Garcia",61,"Homme","Paris",75000,2021-09-30,23,22009.62,"Alexandre Garcia","Sud",50,74400,"Cable HDMI 1","Accessoires",67.98,135,"ElectroWorld"
"TRX00006018",2024-03-30,"CLI00346","PROD0022","VEND017",2,537.53,1075.06,"CB","Livré",5,"Rachel","Petit",37,"Femme","Strasbourg",67000,2020-02-12,26,27437.46,"Sarah Roux","Sud",101,44800,"Enceinte Portable 2","Audio",296.23,479,"GadgetPro"
"TRX00006019",2024-03-30,"CLI00280","PROD0073","VEND008",3,380.84,1142.52,"PayPal","Livré",3,"Hannah","Thomas",18,"Femme","Nantes",44000,2023-04-12,11,11173.92,"Marc Robert","Sud",9,36100,"Clavier Gaming RGB 2","Gaming",231.58,287,"TechSource"
"TRX00006020",2024-03-30,"CLI00105","PROD0077","VEND013",1,478.06,478.06,"CB","Livré",5,"Hannah","Lefebvre",28,"Femme","Lille",59000,2021-06-29,23,21538.69,"Laura Michel","Sud",21,56100,"OnePlus Flagship 1","Smartphones",223.7,419,"TechSupply"
"TRX00006021",2024-03-30,"CLI00083","PROD0009","VEND009",1,328.29,328.29,"CB","Livré",2,"Kevin","Robert",18,"Femme","Bordeaux",33000,2020-12-02,23,28719.63,"Julie Richard","Ouest",76,42900,"Enceinte Portable","Audio",241.67,290,"GadgetPro"
"TRX00006022",2024-03-30,"CLI00079","PROD0021","VEND005",3,905.28,2715.84,"PayPal","En cours",4,"Nina","Robert",53,"Homme","Strasbourg",67000,2022-11-15,19,29968.41,"Anne Simon","Sud",62,30700,"Ultrabook Air 1","Ordinateurs",480.85,476,"TechSupply"
"TRX00006023",2024-03-30,"CLI00317","PROD0085","VEND008",5,93.92,469.6,"PayPal","Livré",5,"Kevin","Moreau",35,"Femme","Lyon",69000,2020-12-09,24,29175.5,"Marc Robert","Sud",9,36100,"Cable HDMI 4","Accessoires",61.24,473,"DigitalHub"
"TRX00006024",2024-03-30,"CLI00258","PROD0071","VEND015",2,760.03,1520.06,"PayPal","Livré",3,"Rachel","Durand",25,"Femme","Nantes",44000,2020-05-08,22,19848.32,"Camille David","Est",57,55800,"Clavier Gaming RGB 1","Gaming",335.28,271,"ElectroWorld"
"TRX00006025",2024-03-30,"CLI00252","PROD0055","VEND011",2,143.44,286.88,"PayPal","Livré",2,"Rachel","Dubois",39,"Homme","Lille",59000,2021-12-07,20,17981.81,"Emma Durand","Nord",31,50800,"Casque Gaming 2","Audio",113.1,470,"TechSupply"
"TRX00006026",2024-03-30,"CLI00046","PROD0068","VEND018",1,864.02,864.02,"PayPal","Livré",9,"Bob","Michel",38,"Homme","Toulouse",31000,2023-10-28,29,30147.8,"Julien Lefebvre","Sud",44,41200,"Manette Pro Controller 2","Gaming",351.04,425,"ElectroWorld"
"TRX00006027",2024-03-30,"CLI00326","PROD0026","VEND017",2,469.69,939.38,"CB","Livré",3,"Bob","Richard",44,"Femme","Lille",59000,2022-07-14,21,31627.39,"Sarah Roux","Sud",101,44800,"Carte Capture","Gaming",288.28,377,"TechSource"
"TRX00006028",2024-03-31,"CLI00281","PROD0078","VEND002",1,209.92,209.92,"Virement","Livré",2,"Oscar","Thomas",21,"Homme","Nantes",44000,2022-03-22,15,14736.23,"Pierre Dubois","Sud",34,78400,"Enceinte Portable 4","Audio",124.15,491,"GadgetPro"
"TRX00006029",2024-03-31,"CLI00165","PROD0012","VEND012",2,1236.16,2472.32,"CB","Livré",3,"Kevin","Thomas",26,"Femme","Nice",6000,2022-02-15,17,13597.29,"Thomas Leroy","Est",89,40800,"iPhone Max","Smartphones",719.89,285,"DigitalHub"
"TRX00006030",2024-03-31,"CLI00192","PROD0049","VEND016",1,48.22,48.22,"PayPal","Livré",4,"Tania","Roux",40,"Homme","Strasbourg",67000,2020-09-25,27,29505.06,"Nicolas Bertrand","Est",118,51300,"Souris Gaming Pro","Accessoires",30.71,365,"TechSource"
"TRX00006031",2024-03-31,"CLI00218","PROD0013","VEND009",1,361.34,361.34,"PayPal","Livré",6,"Julia","Robert",37,"Homme","Paris",75000,2020-08-09,15,15455.63,"Julie Richard","Ouest",76,42900,"Enceinte Portable 1","Audio",174.12,395,"GadgetPro"
"TRX00006032",2024-03-31,"CLI00345","PROD0018","VEND017",2,144.79,289.58,"PayPal","Livré",5,"Kevin","Michel",33,"Homme","Strasbourg",67000,2022-05-31,29,31013.42,"Sarah Roux","Sud",101,44800,"Webcam HD","Accessoires",97.94,63,"ElectroWorld"
"TRX00006033",2024-03-31,"CLI00289","PROD0077","VEND008",4,548.79,2195.16,"CB","Livré",6,"Julia","Simon",42,"Homme","Lille",59000,2022-01-10,16,24141.03,"Marc Robert","Sud",9,36100,"OnePlus Flagship 1","Smartphones",223.7,419,"TechSupply"
"TRX00006034",2024-03-31,"CLI00056","PROD0019","VEND019",3,1553.46,4660.38,"Virement","Livré",3,"Simon","Martin",49,"Homme","Paris",75000,2022-08-29,20,26508.15,"Manon Fournier","Nord",39,32700,"iPhone Max 1","Smartphones",635.59,482,"DigitalHub"
"TRX00006035",2024-03-31,"CLI00360","PROD0047","VEND014",1,45.09,45.09,"PayPal","Livré",3,"Hannah","Martin",54,"Homme","Paris",75000,2020-05-31,30,27186.21,"Alexandre Garcia","Sud",50,74400,"Adaptateur USB 2","Accessoires",21.23,418,"ElectroWorld"
"TRX00006036",2024-03-31,"CLI00287","PROD0071","VEND014",1,403.67,403.67,"Virement","Livré",4,"Rachel","Durand",29,"Femme","Toulouse",31000,2023-10-08,17,13399.44,"Alexandre Garcia","Sud",50,74400,"Clavier Gaming RGB 1","Gaming",335.28,271,"ElectroWorld"
"TRX00006037",2024-03-31,"CLI00477","PROD0026","VEND008",2,673.05,1346.1,"CB","Livré",5,"Fanny","Simon",24,"Homme","Lyon",69000,2023-04-29,20,25682.57,"Marc Robert","Sud",9,36100,"Carte Capture","Gaming",288.28,377,"TechSource"
"TRX00006038",2024-03-31,"CLI00352","PROD0058","VEND016",3,966.75,2900.25,"CB","Livré",7,"Oscar","Bertrand",40,"Homme","Bordeaux",33000,2023-12-15,20,22865.16,"Nicolas Bertrand","Est",118,51300,"Chaise Gaming","Gaming",390,476,"TechSource"
"TRX00006039",2024-04-01,"CLI00012","PROD0086","VEND011",3,1146.85,3440.55,"CB","Livré",2,"Kevin","Dubois",31,"Femme","Bordeaux",33000,2022-08-11,21,22960.93,"Emma Durand","Nord",31,50800,"Pixel Ultra 4","Smartphones",552.18,136,"TechSupply"
"TRX00006040",2024-04-01,"CLI00165","PROD0084","VEND006",2,344.55,689.1,"CB","Livré",7,"Kevin","Thomas",26,"Femme","Nice",6000,2022-02-15,17,13597.29,"Paul Bernard","Ouest",78,50000,"Souris Gamer 2","Gaming",164.66,309,"GadgetPro"
"TRX00006041",2024-04-01,"CLI00098","PROD0031","VEND019",3,1582.09,4746.27,"PayPal","Livré",6,"Marc","Moreau",32,"Femme","Bordeaux",33000,2022-11-10,22,26833.09,"Manon Fournier","Nord",39,32700,"Mini PC Compact 3","Ordinateurs",657.55,50,"TechSupply"
"TRX00006042",2024-04-01,"CLI00222","PROD0078","VEND003",1,186.98,186.98,"PayPal","Livré",3,"Quentin","Garcia",31,"Homme","Nice",6000,2023-08-04,23,18547.87,"Marie Laurent","Est",35,65000,"Enceinte Portable 4","Audio",124.15,491,"GadgetPro"
"TRX00006043",2024-04-01,"CLI00161","PROD0024","VEND017",1,1396.37,1396.37,"CB","Livré",3,"Bob","Richard",44,"Homme","Bordeaux",33000,2020-08-25,21,18373.58,"Sarah Roux","Sud",101,44800,"Mini PC Compact 2","Ordinateurs",759.84,66,"GadgetPro"
"TRX00006044",2024-04-01,"CLI00200","PROD0072","VEND020",1,197.31,197.31,"CB","Livré",5,"Ethan","Michel",42,"Homme","Bordeaux",33000,2020-08-27,25,17441.23,"Antoine Girard","Ouest",59,69300,"Microphone Studio 2","Audio",114.27,279,"DigitalHub"
"TRX00006045",2024-04-01,"CLI00336","PROD0045","VEND001",1,145,145,"CB","Livré",5,"Hannah","Thomas",20,"Homme","Strasbourg",67000,2023-07-08,21,31408.86,"Sophie Martin","Est",92,44600,"Hub USB-C","Accessoires",90.11,301,"TechSource"
"TRX00006046",2024-04-01,"CLI00338","PROD0013","VEND008",4,430.44,1721.76,"PayPal","Livré",3,"Ivan","Richard",48,"Homme","Lyon",69000,2020-04-18,17,25699.57,"Marc Robert","Sud",9,36100,"Enceinte Portable 1","Audio",174.12,395,"GadgetPro"
"TRX00006047",2024-04-01,"CLI00082","PROD0100","VEND016",3,1380.71,4142.13,"Virement","Livré",4,"Quentin","Bertrand",37,"Femme","Strasbourg",67000,2020-05-04,24,33903.85,"Nicolas Bertrand","Est",118,51300,"OnePlus Flagship 2","Smartphones",600.02,93,"TechSource"
"TRX00006048",2024-04-01,"CLI00474","PROD0011","VEND011",2,1257.92,2515.84,"CB","Livré",5,"Paula","Petit",41,"Homme","Marseille",13000,2020-05-23,31,30818.3,"Emma Durand","Nord",31,50800,"Laptop Pro 15 1","Ordinateurs",737.48,367,"ElectroWorld"
"TRX00006049",2024-04-01,"CLI00225","PROD0047","VEND017",1,50.71,50.71,"PayPal","Livré",1,"Ethan","Roux",52,"Homme","Nice",6000,2021-05-19,16,13992.74,"Sarah Roux","Sud",101,44800,"Adaptateur USB 2","Accessoires",21.23,418,"ElectroWorld"
"TRX00006050",2024-04-01,"CLI00141","PROD0035","VEND002",1,58.17,58.17,"Virement","Livré",5,"Charlie","Roux",47,"Femme","Bordeaux",33000,2021-05-04,30,40626.76,"Pierre Dubois","Sud",34,78400,"Webcam HD 1","Accessoires",31.13,235,"TechSupply"
"TRX00006051",2024-04-01,"CLI00124","PROD0045","VEND020",2,151.84,303.68,"PayPal","Livré",7,"George","Petit",30,"Homme","Rennes",35000,2023-04-07,22,20861.1,"Antoine Girard","Ouest",59,69300,"Hub USB-C","Accessoires",90.11,301,"TechSource"
"TRX00006052",2024-04-02,"CLI00329","PROD0039","VEND010",4,451.96,1807.84,"PayPal","Livré",8,"Charlie","Moreau",43,"Homme","Lille",59000,2023-07-04,22,38352.71,"Luc Petit","Sud",7,37500,"Galaxy Note Pro 2","Smartphones",299.31,126,"ElectroWorld"
"TRX00006053",2024-04-02,"CLI00446","PROD0025","VEND009",1,125.91,125.91,"CB","Livré",5,"Nina","David",52,"Homme","Lille",59000,2021-03-26,18,11223.53,"Julie Richard","Ouest",76,42900,"Casque Gaming","Audio",52.28,150,"TechSource"
"TRX00006054",2024-04-02,"CLI00113","PROD0074","VEND020",1,132.99,132.99,"PayPal","Livré",6,"Alice","Garcia",38,"Femme","Bordeaux",33000,2023-08-07,16,13610.37,"Antoine Girard","Ouest",59,69300,"Hub USB-C 2","Accessoires",91.29,276,"GadgetPro"
"TRX00006055",2024-04-02,"CLI00438","PROD0034","VEND015",1,526.86,526.86,"CB","Livré",5,"Paula","Petit",21,"Femme","Toulouse",31000,2020-04-22,18,21916.31,"Camille David","Est",57,55800,"Ecran 144Hz","Gaming",351.89,361,"TechSource"
"TRX00006056",2024-04-03,"CLI00448","PROD0038","VEND020",5,86.58,432.9,"CB","Livré",5,"Nina","Simon",50,"Femme","Strasbourg",67000,2021-03-03,17,25674.35,"Antoine Girard","Ouest",59,69300,"Webcam HD 2","Accessoires",62.55,213,"GadgetPro"
"TRX00006057",2024-04-03,"CLI00296","PROD0056","VEND005",1,42.46,42.46,"CB","Livré",3,"Laura","Thomas",44,"Homme","Bordeaux",33000,2020-09-12,22,16610.12,"Anne Simon","Sud",62,30700,"Support Laptop","Accessoires",20.42,106,"ElectroWorld"
"TRX00006058",2024-04-03,"CLI00072","PROD0011","VEND007",1,1100.03,1100.03,"CB","Livré",8,"George","Michel",38,"Homme","Bordeaux",33000,2021-04-13,28,36000.6,"Claire Thomas","Sud",108,52700,"Laptop Pro 15 1","Ordinateurs",737.48,367,"ElectroWorld"
"TRX00006059",2024-04-03,"CLI00481","PROD0052","VEND005",3,757.97,2273.91,"Virement","Livré",7,"Ethan","Richard",31,"Homme","Strasbourg",67000,2023-07-19,18,26874.88,"Anne Simon","Sud",62,30700,"Phone X12 1","Smartphones",456.46,334,"TechSupply"
"TRX00006060",2024-04-03,"CLI00460","PROD0093","VEND004",2,886.28,1772.56,"CB","Livré",8,"Marc","Michel",44,"Femme","Rennes",35000,2023-08-01,20,38207.81,"Jean Moreau","Ouest",86,67300,"iPhone Max 4","Smartphones",552.48,499,"TechSource"
"TRX00006061",2024-04-03,"CLI00471","PROD0076","VEND003",1,110.8,110.8,"CB","Livré",6,"Charlie","Lefebvre",41,"Femme","Marseille",13000,2022-07-24,18,20589.84,"Marie Laurent","Est",35,65000,"Housse Protection","Accessoires",50.23,330,"ElectroWorld"
"TRX00006062",2024-04-03,"CLI00279","PROD0052","VEND002",1,560.32,560.32,"CB","Livré",5,"Quentin","Lefebvre",19,"Femme","Lille",59000,2022-08-11,23,37169.55,"Pierre Dubois","Sud",34,78400,"Phone X12 1","Smartphones",456.46,334,"TechSupply"
"TRX00006063",2024-04-03,"CLI00400","PROD0019","VEND015",3,1196.76,3590.28,"CB","Livré",3,"Fanny","Bernard",45,"Homme","Nice",6000,2022-07-21,25,23914.29,"Camille David","Est",57,55800,"iPhone Max 1","Smartphones",635.59,482,"DigitalHub"
"TRX00006064",2024-04-03,"CLI00107","PROD0031","VEND007",2,1551.67,3103.34,"CB","Livré",8,"Laura","Martin",40,"Homme","Lille",59000,2023-01-27,31,28568.96,"Claire Thomas","Sud",108,52700,"Mini PC Compact 3","Ordinateurs",657.55,50,"TechSupply"
"TRX00006065",2024-04-04,"CLI00137","PROD0006","VEND008",2,194.89,389.78,"PayPal","Livré",3,"Quentin","Richard",38,"Femme","Nice",6000,2022-06-23,23,25229.38,"Marc Robert","Sud",9,36100,"Cable HDMI","Accessoires",85.17,493,"TechSource"
"TRX00006066",2024-04-04,"CLI00197","PROD0050","VEND002",2,863.91,1727.82,"CB","Livré",5,"George","David",45,"Femme","Toulouse",31000,2022-09-23,24,17473.9,"Pierre Dubois","Sud",34,78400,"Ultrabook Air 2","Ordinateurs",626.28,242,"DigitalHub"
"TRX00006067",2024-04-04,"CLI00159","PROD0079","VEND004",1,846.05,846.05,"CB","En cours",4,"Simon","Bernard",26,"Femme","Lille",59000,2021-06-11,21,18201.57,"Jean Moreau","Ouest",86,67300,"Galaxy Note Pro 6","Smartphones",521.32,237,"ElectroWorld"
"TRX00006068",2024-04-04,"CLI00436","PROD0045","VEND005",2,173.35,346.7,"PayPal","Livré",7,"George","Moreau",66,"Homme","Paris",75000,2022-04-25,34,45059.22,"Anne Simon","Sud",62,30700,"Hub USB-C","Accessoires",90.11,301,"TechSource"
"TRX00006069",2024-04-04,"CLI00394","PROD0009","VEND004",2,352.9,705.8,"CB","Livré",4,"Charlie","Moreau",35,"Femme","Strasbourg",67000,2020-09-20,22,24358.81,"Jean Moreau","Ouest",86,67300,"Enceinte Portable","Audio",241.67,290,"GadgetPro"
"TRX00006070",2024-04-04,"CLI00265","PROD0075","VEND012",3,983.81,2951.43,"CB","Livré",3,"Bob","Bertrand",29,"Homme","Lyon",69000,2022-10-21,20,28767.32,"Thomas Leroy","Est",89,40800,"Phone X12 2","Smartphones",793.45,54,"TechSource"
"TRX00006071",2024-04-04,"CLI00045","PROD0013","VEND002",2,347.87,695.74,"CB","Livré",2,"Tania","Lefebvre",47,"Homme","Nice",6000,2022-06-28,20,23464.38,"Pierre Dubois","Sud",34,78400,"Enceinte Portable 1","Audio",174.12,395,"GadgetPro"
"TRX00006072",2024-04-04,"CLI00237","PROD0070","VEND007",1,1302.67,1302.67,"CB","Livré",5,"Oscar","Petit",52,"Homme","Bordeaux",33000,2022-01-04,22,22294.93,"Claire Thomas","Sud",108,52700,"Pixel Ultra 3","Smartphones",662.12,325,"TechSource"
"TRX00006073",2024-04-04,"CLI00397","PROD0064","VEND014",1,94.01,94.01,"CB","Livré",3,"Marc","Michel",30,"Femme","Bordeaux",33000,2020-08-26,24,24863.5,"Alexandre Garcia","Sud",50,74400,"Câble Lightning 3","Accessoires",42.89,254,"TechSupply"
"TRX00006074",2024-04-04,"CLI00071","PROD0055","VEND008",3,196.94,590.82,"CB","Livré",4,"Marc","Dubois",35,"Homme","Bordeaux",33000,2020-06-10,28,29646.36,"Marc Robert","Sud",9,36100,"Casque Gaming 2","Audio",113.1,470,"TechSupply"
"TRX00006075",2024-04-04,"CLI00054","PROD0083","VEND004",1,1164.71,1164.71,"PayPal","Livré",1,"Laura","Robert",25,"Femme","Toulouse",31000,2020-11-22,17,16687.57,"Jean Moreau","Ouest",86,67300,"iPhone Max 3","Smartphones",712.62,38,"TechSupply"
"TRX00006076",2024-04-04,"CLI00044","PROD0056","VEND003",3,30.48,91.44,"CB","Livré",3,"Oscar","Leroy",25,"Femme","Paris",75000,2023-07-21,24,16412.7,"Marie Laurent","Est",35,65000,"Support Laptop","Accessoires",20.42,106,"ElectroWorld"
"TRX00006077",2024-04-04,"CLI00481","PROD0012","VEND011",2,1772.5,3545,"PayPal","Livré",3,"Ethan","Richard",31,"Homme","Strasbourg",67000,2023-07-19,18,26874.88,"Emma Durand","Nord",31,50800,"iPhone Max","Smartphones",719.89,285,"DigitalHub"
"TRX00006078",2024-04-04,"CLI00368","PROD0085","VEND009",1,85.63,85.63,"CB","Livré",4,"Tania","Simon",37,"Femme","Rennes",35000,2023-07-23,17,20155.91,"Julie Richard","Ouest",76,42900,"Cable HDMI 4","Accessoires",61.24,473,"DigitalHub"
"TRX00006079",2024-04-04,"CLI00239","PROD0083","VEND016",1,993.29,993.29,"PayPal","Livré",3,"Ivan","Bertrand",45,"Femme","Nice",6000,2021-11-06,15,17901.66,"Nicolas Bertrand","Est",118,51300,"iPhone Max 3","Smartphones",712.62,38,"TechSupply"
"TRX00006080",2024-04-05,"CLI00276","PROD0048","VEND013",1,480.29,480.29,"Virement","Livré",4,"George","Michel",36,"Homme","Rennes",35000,2022-01-23,23,17953.97,"Laura Michel","Sud",21,56100,"Galaxy Note Pro 5","Smartphones",299.18,231,"TechSource"
"TRX00006081",2024-04-05,"CLI00217","PROD0065","VEND017",1,404.17,404.17,"CB","Livré",3,"Laura","Roux",23,"Femme","Lille",59000,2023-03-13,25,25597.51,"Sarah Roux","Sud",101,44800,"Souris Gamer","Gaming",237.62,159,"ElectroWorld"
"TRX00006082",2024-04-05,"CLI00038","PROD0079","VEND001",2,652.7,1305.4,"PayPal","Livré",6,"Charlie","Petit",19,"Femme","Paris",75000,2023-01-17,19,22815.4,"Sophie Martin","Est",92,44600,"Galaxy Note Pro 6","Smartphones",521.32,237,"ElectroWorld"
